jalur_busway,63,82,96,166,018.jpg,256,256
motorcycle,138,111,19,48,018.jpg,256,256
motorcycle,188,93,18,54,018.jpg,256,256
motorcycle,201,116,13,66,018.jpg,256,256
motorcycle,177,133,20,59,018.jpg,256,256
jalur_busway,108,126,45,126,019.jpg,256,256
car,204,149,43,54,019.jpg,256,256
motorcycle,174,105,16,25,019.jpg,256,256


motorcycle,108,126,13,40,019.jpg,256,256
motorcycle,139,169,19,54,019.jpg,256,256
motorcycle,130,128,11,35,019.jpg,256,256
motorcycle,120,112,10,26,019.jpg,256,256
motorcycle,108,90,9,24,019.jpg,256,256
motorcycle,199,120,12,31,019.jpg,256,256
motorcycle,218,116,14,32,019.jpg,256,256
jalur_busway,6,137,77,114,020.jpg,256,256

car,162,147,36,60,020.jpg,256,256
car,71,88,40,50,020.jpg,256,256
car,99,59,28,24,020.jpg,256,256
bus,186,139,69,112,020.jpg,256,256
car,97,201,53,54,020.jpg,256,256
motorcycle,14,52,11,25,020.jpg,256,256
motorcycle,166,193,12,50,020.jpg,256,256
motorcycle,106,81,13,30,020.jpg,256,256
motorcycle,133,35,10,24,020.jpg,256,256
motorcycle,148,11,8,16,020.jpg,256,256
motorcycle,43,28,13,23,020.jpg,256,256
motorcycle,30,20,10,20,020.jpg,256,256
jalur_busway,24,116,66,133,021.jpg,256,256
bus,27,95,73,160,021.jpg,256,256
car,125,162,39,74,021.jpg,256,256
jalur_busway,74,38,76,218,022.jpg,256,256
car,159,66,38,68,022.jpg,256,256
car,111,40,32,54,022.jpg,256,256
motorcycle,237,84,16,42,022.jpg,256,256
jalur_busway,59,45,63,209,023.jpg,256,256



motorcycle,115,192,15,37,023.jpg,256,256
motorcycle,97,85,13,42,023.jpg,256,256
motorcycle,88,49,12,34,023.jpg,256,256
jalur_busway,128,78,108,170,024.jpg,256,256
car,15,163,38,53,024.jpg,256,256
car,71,174,47,77,024.jpg,256,256
motorcycle,171,136,20,32,024.jpg,256,256
car,90,98,24,37,024.jpg,256,256
motorcycle,181,206,29,50,024.jpg,256,256
motorcycle,124,121,25,48,024.jpg,256,256
motorcycle,49,107,14,49,024.jpg,256,256
jalur_busway,2,44,109,211,025.jpg,256,256
car,23,17,12,9,025.jpg,256,256
car,0,18,16,11,025.jpg,256,256
car,148,96,60,46,025.jpg,256,256
car,178,113,79,89,025.jpg,256,256
motorcycle,139,184,68,58,025.jpg,256,256
motorcycle,70,177,65,58,025.jpg,256,256
motorcycle,82,121,25,43,025.jpg,256,256
motorcycle,116,120,25,43,025.jpg,256,256
jalur_busway,153,133,54,121,026.jpg,256,256
car,7,130,28,27,026.jpg,256,256
car,116,154,23,32,026.jpg,256,256

motorcycle,96,193,17,45,026.jpg,256,256
motorcycle,28,180,20,40,026.jpg,256,256
motorcycle,46,175,17,35,026.jpg,256,256
jalur_busway,124,109,132,147,027.jpg,256,256
car,65,122,42,66,027.jpg,256,256
bus,64,28,58,94,027.jpg,256,256
motorcycle,208,183,32,63,027.jpg,256,256
motorcycle,7,167,18,49,027.jpg,256,256
jalur_busway,45,89,69,162,028.jpg,256,256
motorcycle,70,204,16,38,028.jpg,256,256
motorcycle,53,170,15,46,028.jpg,256,256
motorcycle,88,164,12,38,028.jpg,256,256
motorcycle,73,168,10,35,028.jpg,256,256
motorcycle,100,78,7,22,028.jpg,256,256
jalur_busway,110,139,43,45,029.jpg,256,256
car,125,210,21,29,029.jpg,256,256
car,79,179,11,13,029.jpg,256,256
bus,144,184,45,56,029.jpg,256,256
jalur_busway,42,5,98,242,030.jpg,256,256
car,209,54,25,39,030.jpg,256,256
bus,104,13,40,101,030.jpg,256,256
car,163,97,47,108,030.jpg,256,256
motorcycle,196,91,17,50,030.jpg,256,256
car,176,41,25,44,030.jpg,256,256
jalur_busway,27,130,150,118,031.jpg,256,256
motorcycle,122,133,16,44,031.jpg,256,256
motorcycle,142,158,18,59,031.jpg,256,256
motorcycle,163,193,16,56,031.jpg,256,256
motorcycle,191,184,17,64,031.jpg,256,256
jalur_busway,46,72,100,181,032.jpg,256,256
bus,50,77,124,178,032.jpg,256,256
car,211,79,16,17,032.jpg,256,256
car,199,94,17,21,032.jpg,256,256
car,161,155,19,43,032.jpg,256,256
motorcycle,152,143,11,33,032.jpg,256,256
car,184,125,14,37,032.jpg,256,256
jalur_busway,9,89,199,153,033.jpg,256,256


motorcycle,124,173,55,75,033.jpg,256,256
motorcycle,58,150,63,78,033.jpg,256,256
jalur_busway,37,64,87,192,034.jpg,256,256
car,159,143,44,52,034.jpg,256,256
car,181,171,53,74,034.jpg,256,256
motorcycle,78,181,20,60,034.jpg,256,256
motorcycle,96,157,19,58,034.jpg,256,256
motorcycle,114,185,15,61,034.jpg,256,256
jalur_busway,1,33,120,219,035.jpg,256,256
bus,62,36,88,126,035.jpg,256,256

motorcycle,151,78,18,46,035.jpg,256,256
jalur_busway,81,40,43,209,036.jpg,256,256
car,81,203,31,54,036.jpg,256,256
jalur_busway,55,93,70,161,037.jpg,256,256
bus,64,123,56,109,037.jpg,256,256
car,147,136,23,40,037.jpg,256,256
car,211,146,25,35,037.jpg,256,256
car,52,69,16,15,037.jpg,256,256
car,201,117,20,22,037.jpg,256,256
car,52,76,16,15,037.jpg,256,256
bus,109,74,34,80,037.jpg,256,256
jalur_busway,151,74,57,167,038.jpg,256,256
car,149,186,41,57,038.jpg,256,256
car,53,157,40,56,038.jpg,256,256
car,226,126,25,35,038.jpg,256,256
motorcycle,184,107,12,26,038.jpg,256,256
motorcycle,182,167,16,38,038.jpg,256,256
motorcycle,194,58,8,22,038.jpg,256,256
jalur_busway,80,22,53,234,039.jpg,256,256
car,140,67,34,64,039.jpg,256,256
motorcycle,101,127,25,48,039.jpg,256,256
motorcycle,107,61,15,33,039.jpg,256,256
motorcycle,116,105,15,43,039.jpg,256,256
car,165,135,55,101,039.jpg,256,256
jalur_busway,0,58,81,161,040.jpg,256,256
car,120,93,44,71,040.jpg,256,256
motorcycle,77,29,13,48,040.jpg,256,256
car,87,145,58,82,040.jpg,256,256
car,175,43,48,66,040.jpg,256,256
motorcycle,35,128,22,82,040.jpg,256,256
car,75,180,66,76,040.jpg,256,256
jalur_busway,74,103,52,151,041.jpg,256,256
car,197,151,43,90,041.jpg,256,256
motorcycle,99,176,12,39,041.jpg,256,256
car,114,90,18,21,041.jpg,256,256
car,133,135,30,67,041.jpg,256,256
motorcycle,78,165,13,39,041.jpg,256,256
jalur_busway,99,130,90,123,042.jpg,256,256
car,87,101,18,24,042.jpg,256,256


motorcycle,128,180,13,43,042.jpg,256,256
motorcycle,106,208,16,45,042.jpg,256,256
motorcycle,218,113,11,29,042.jpg,256,256
motorcycle,85,161,14,37,042.jpg,256,256
bus,114,103,32,73,042.jpg,256,256
jalur_busway,64,117,73,137,043.jpg,256,256
car,68,186,45,67,043.jpg,256,256
jalur_busway,130,90,60,163,044.jpg,256,256
bus,126,93,56,132,044.jpg,256,256
car,63,36,20,15,044.jpg,256,256
car,93,49,15,19,044.jpg,256,256
car,107,29,13,15,044.jpg,256,256
motorcycle,42,158,14,50,044.jpg,256,256
jalur_busway,25,123,150,126,045.jpg,256,256
car,116,150,46,62,045.jpg,256,256
motorcycle,55,113,15,37,045.jpg,256,256
jalur_busway,47,108,79,145,046.jpg,256,256
car,138,176,39,69,046.jpg,256,256
bus,75,133,43,68,046.jpg,256,256
car,187,189,38,54,046.jpg,256,256
car,67,55,14,13,046.jpg,256,256
car,44,78,13,18,046.jpg,256,256
motorcycle,77,180,11,34,046.jpg,256,256
jalur_busway,104,115,71,132,047.jpg,256,256
motorcycle,160,127,9,32,047.jpg,256,256
motorcycle,151,168,14,43,047.jpg,256,256
motorcycle,176,78,11,28,047.jpg,256,256
car,189,153,26,67,047.jpg,256,256
jalur_busway,85,89,99,166,048.jpg,256,256
bus,139,96,50,105,048.jpg,256,256

motorcycle,103,125,15,47,048.jpg,256,256
motorcycle,96,92,13,38,048.jpg,256,256
motorcycle,109,91,15,38,048.jpg,256,256
car,214,111,28,43,048.jpg,256,256
motorcycle,35,160,14,53,048.jpg,256,256
jalur_busway,60,113,82,143,049.jpg,256,256
bus,86,112,58,109,049.jpg,256,256
motorcycle,82,183,42,47,049.jpg,256,256
jalur_busway,87,106,93,141,050.jpg,256,256
bus,122,101,52,132,050.jpg,256,256
bus,26,75,81,111,050.jpg,256,256
car,190,170,37,66,050.jpg,256,256
jalur_busway,48,49,97,201,051.jpg,256,256
bus,46,49,97,190,051.jpg,256,256
car,202,7,20,25,051.jpg,256,256
car,185,35,22,36,051.jpg,256,256
car,215,37,17,28,051.jpg,256,256
jalur_busway,12,46,116,209,052.jpg,256,256
motorcycle,38,43,26,59,052.jpg,256,256
motorcycle,28,134,26,82,052.jpg,256,256
jalur_busway,35,93,88,158,053.jpg,256,256
bus,63,107,52,110,053.jpg,256,256
jalur_busway,168,74,59,178,054.jpg,256,256
motorcycle,164,193,26,63,054.jpg,256,256
jalur_busway,102,93,36,162,055.jpg,256,256
bus,128,102,70,137,055.jpg,256,256
jalur_busway,35,42,88,211,056.jpg,256,256
motorcycle,102,13,7,21,056.jpg,256,256
motorcycle,71,113,15,63,056.jpg,256,256
motorcycle,95,104,16,64,056.jpg,256,256
motorcycle,33,176,19,78,056.jpg,256,256
motorcycle,166,90,13,58,056.jpg,256,256
motorcycle,134,83,13,53,056.jpg,256,256
motorcycle,148,58,12,46,056.jpg,256,256
motorcycle,175,50,11,40,056.jpg,256,256
motorcycle,193,41,11,38,056.jpg,256,256
motorcycle,135,31,8,30,056.jpg,256,256
jalur_busway,9,61,99,192,057.jpg,256,256
car,227,121,28,79,057.jpg,256,256
car,150,132,55,120,057.jpg,256,256
motorcycle,135,112,17,71,057.jpg,256,256
motorcycle,128,78,16,52,057.jpg,256,256
jalur_busway,44,81,88,175,058.jpg,256,256
car,129,63,22,24,058.jpg,256,256
car,121,40,15,15,058.jpg,256,256
car,188,78,28,36,058.jpg,256,256
motorcycle,154,52,9,19,058.jpg,256,256
motorcycle,135,170,19,52,058.jpg,256,256
jalur_busway,62,13,137,231,059.jpg,256,256
bus,104,38,92,197,059.jpg,256,256
jalur_busway,136,118,50,138,060.jpg,256,256
bus,22,138,100,117,060.jpg,256,256
car,225,69,16,15,060.jpg,256,256
car,120,103,17,27,060.jpg,256,256
car,30,162,26,36,060.jpg,256,256
bus,136,82,42,76,060.jpg,256,256
jalur_busway,110,159,58,97,061.jpg,256,256
car,53,173,22,18,061.jpg,256,256
car,3,171,36,28,061.jpg,256,256
car,97,163,14,12,061.jpg,256,256
